ID,WC,WPS,Qmarks,Unique,Dic,Sixltr,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,GENDER,AGE
e8c5270467874985b7c7ae90c4719788,12,6,0,100,91.67,33.33,50,16.67,8.33,8.33,0,0,0,0,8.33,0,25,16.67,0,25,0,0,16.67,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,16.67,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,8.33,16.67,0,0,0,0,8.33,0,0,0,0,0,FEMALE,25-34
965d3e5d61a5630a23f8f992ed78b623,16,16,0,87.5,37.5,31.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,12.5,0,0,0,0,0,6.25,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,6.25,6.25,18.75,0,0,0,12.5,0,0,0,0,0,MALE,35-49
da68af76b45fb8cfc8c0fe1117560522,22,5.5,0,100,77.27,31.82,45.45,13.64,9.09,9.09,0,0,0,0,4.55,4.55,9.09,4.55,4.55,4.55,0,4.55,22.73,0,0,0,0,0,4.55,0,0,0,13.64,4.55,9.09,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,13.64,4.55,9.09,0,0,0,4.55,0,0,0,0,0,MALE,25-34
f918181edc4e50414fc67bb738c3c1ec,21,21,0,95.24,47.62,9.52,33.33,4.76,0,0,0,0,0,0,4.76,4.76,9.52,9.52,0,4.76,4.76,0,9.52,4.76,0,0,4.76,0,4.76,0,0,0,4.76,0,4.76,0,4.76,0,9.52,0,0,4.76,0,4.76,0,4.76,0,4.76,4.76,0,0,0,0,0,0,0,4.76,0,0,4.76,0,0,0,0,0,0,0,0,0,0,MALE,25-34
1a43f005360000663e3af1cd0813aabd,8,8,0,100,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEMALE,25-34
a679f7ede37b1a73af88c572c8bc2de8,8,4,0,75,50,0,25,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,0,0,0,12.5,12.5,0,12.5,0,0,0,12.5,0,0,0,0,12.5,0,0,MALE,25-34
7ac1648c011024675f91f45ccfcb244f,14,14,0,85.71,42.86,14.29,14.29,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,7.14,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,21.43,0,0,0,0,0,0,0,MALE,35-49
4728c0de3f8b6de737f25cb1d037abbe,4,2,0,100,75,0,50,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,25,0,0,0,0,0,25,0,0,MALE,25-34
1a5c719927ffc0125d700c78325c3079,23,23,0,100,26.09,17.39,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,4.35,0,0,0,0,0,0,0,0,0,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,4.35,0,0,0,8.7,0,4.35,4.35,4.35,0,0,0,0,0,0,0,0,0,MALE,35-49
1512dab3d94586717e785556eb10d85f,25,12.5,0,100,92,8,56,8,8,4,0,0,0,4,0,8,12,8,0,16,0,4,28,12,0,0,0,8,8,0,0,0,8,0,8,0,8,0,24,4,4,0,0,0,0,8,8,0,0,0,0,16,4,0,4,8,20,0,16,4,0,0,0,0,0,0,0,0,0,0,MALE,50-64
ffebde2ea8e58db6778f01ce69b3af3f,4,4,0,100,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,25,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MALE,65-xx
2468cef30234b0b6d584485edb879146,18,9,0,88.89,77.78,11.11,55.56,5.56,5.56,5.56,0,0,0,0,0,11.11,11.11,11.11,5.56,5.56,0,0,16.67,0,5.56,11.11,5.56,0,0,0,0,0,5.56,0,5.56,0,0,5.56,11.11,0,0,0,0,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,22.22,0,11.11,11.11,5.56,0,0,0,0,0,0,0,0,0,MALE,35-49
2e829b013a4ae3639c50d9e929cda32a,16,16,0,100,56.25,12.5,43.75,6.25,6.25,0,0,6.25,0,0,0,6.25,18.75,6.25,0,18.75,0,0,25,0,6.25,0,0,0,6.25,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,6.25,0,0,6.25,6.25,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,MALE,35-49
