ID,text,GENDER,AGE
abe49db0486af378f76216d1e1e325ed,Prepare your steel anus,0,0
abe49db0486af378f76216d1e1e325ed,Can?t get it right since I met you,0,0
abe49db0486af378f76216d1e1e325ed,http://t.co/6krzmd4tHx Revenge will surely come Your hard times are ahead,0,0
abe49db0486af378f76216d1e1e325ed,Motivacion nivel Butterflies and Hurricanes,0,0
abe49db0486af378f76216d1e1e325ed,Puala con photoshop no pls,0,0
abe49db0486af378f76216d1e1e325ed,Nova Baby+Mind Eraser &lt;3333333,0,0
abe49db0486af378f76216d1e1e325ed,"BRIAN, TOP MARKS FOR NOT TRYIN!",0,0
abe49db0486af378f76216d1e1e325ed,Crawlin' back to you.,0,0
abe49db0486af378f76216d1e1e325ed,"Humble Jumbo Bundle: Name your price, support charity &amp; get 9 amazing games! https://t.co/TevIxK4822 v?a @humble",0,0
abe49db0486af378f76216d1e1e325ed,@Esther_Perspi uoohhh gitano ronaldoooo,0,0
abe49db0486af378f76216d1e1e325ed,Wow such nice internet u got there wow,0,0
abe49db0486af378f76216d1e1e325ed,WOW NICE TWEETING OVER THERE,0,0
abe49db0486af378f76216d1e1e325ed,@forameus_ the game?,0,0
abe49db0486af378f76216d1e1e325ed,wow nice doge such beautiful,0,0
abe49db0486af378f76216d1e1e325ed,@ClaraFlonesPudd wow many quick such adorable,0,0
abe49db0486af378f76216d1e1e325ed,@falloutcloser siegaso,0,0
abe49db0486af378f76216d1e1e325ed,@falloutcloser si me llevases a independance...,0,0
abe49db0486af378f76216d1e1e325ed,Help me get more points for my Amazon gift card! Download this http://t.co/YExPELln9u on your Android and input my invitation code p1789741,0,0
abe49db0486af378f76216d1e1e325ed,@Carmen_White95 @ALEXBALLER13 os conociais? Wtf?,0,0
abe49db0486af378f76216d1e1e325ed,@Carmen_White95 @ALEXBALLER13 yep xdd,0,0
abe49db0486af378f76216d1e1e325ed,Help me get more points for my Amazon gift card! Download this http://t.co/YExPELln9u on your Android and input my invitation code p1789741,0,0
