ID,WC,WPS,Qmarks,Unique,Dic,Sixltr,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,GENDER,AGE
437637df7acbd4b438a87fb52c95b4ec,8,8,0,100,75,37.5,37.5,25,12.5,12.5,0,0,0,0,12.5,0,37.5,25,12.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,12.5,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,MALE,18-24
437637df7acbd4b438a87fb52c95b4ec,11,5.5,9.09,90.91,45.45,27.27,36.36,9.09,0,0,0,0,0,0,9.09,9.09,18.18,18.18,0,18.18,0,0,0,0,9.09,0,0,0,9.09,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MALE,18-24
437637df7acbd4b438a87fb52c95b4ec,23,23,0,95.65,69.57,30.43,56.52,21.74,17.39,13.04,0,4.35,0,0,4.35,4.35,13.04,13.04,4.35,4.35,8.7,4.35,13.04,4.35,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,17.39,0,0,4.35,0,4.35,0,8.7,0,4.35,0,4.35,0,0,0,0,0,0,4.35,0,0,4.35,0,4.35,0,0,0,0,0,0,0,0,MALE,18-24
437637df7acbd4b438a87fb52c95b4ec,7,7,0,100,85.71,14.29,57.14,28.57,14.29,14.29,0,0,0,0,14.29,14.29,28.57,28.57,0,14.29,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,MALE,18-24
437637df7acbd4b438a87fb52c95b4ec,17,17,0,94.12,41.18,5.88,17.65,5.88,5.88,0,0,5.88,0,0,0,0,5.88,0,0,5.88,0,0,5.88,0,0,5.88,5.88,0,5.88,0,0,0,5.88,0,5.88,5.88,0,0,5.88,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,23.53,11.76,11.76,0,0,0,5.88,0,0,0,0,0,0,0,MALE,18-24
437637df7acbd4b438a87fb52c95b4ec,8,8,0,87.5,25,37.5,25,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,MALE,18-24
437637df7acbd4b438a87fb52c95b4ec,23,7.67,0,86.96,73.91,17.39,39.13,13.04,13.04,13.04,0,0,0,0,0,0,4.35,0,4.35,0,0,13.04,4.35,4.35,0,0,4.35,0,0,0,0,0,8.7,0,8.7,0,0,4.35,13.04,4.35,0,0,0,0,0,4.35,4.35,4.35,0,4.35,0,0,0,0,0,0,21.74,0,4.35,17.39,4.35,4.35,0,0,0,0,0,4.35,0,0,MALE,18-24
437637df7acbd4b438a87fb52c95b4ec,13,13,0,76.92,38.46,7.69,15.38,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,15.38,0,7.69,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,7.69,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,MALE,18-24
437637df7acbd4b438a87fb52c95b4ec,25,25,0,88,80,16,60,20,4,0,0,0,4,0,16,0,12,12,0,12,0,4,20,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,16,4,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,8,4,0,0,4,0,0,0,0,0,0,0,MALE,18-24
437637df7acbd4b438a87fb52c95b4ec,3,3,0,66.67,66.67,33.33,0,0,0,0,0,0,0,0,0,0,66.67,0,0,66.67,0,0,0,0,0,0,0,0,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MALE,18-24
9319fcefef4c46f05ee84e13f48b1751,4,4,0,100,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEMALE,18-24
437637df7acbd4b438a87fb52c95b4ec,26,26,0,96.15,84.62,19.23,53.85,19.23,15.38,7.69,0,7.69,0,0,3.85,7.69,19.23,15.38,0,19.23,0,0,11.54,7.69,0,0,0,0,11.54,0,0,0,7.69,0,7.69,0,3.85,0,11.54,3.85,0,3.85,3.85,0,0,0,7.69,7.69,0,3.85,3.85,0,0,0,0,0,7.69,3.85,3.85,0,7.69,0,0,0,0,0,0,0,0,0,MALE,18-24
437637df7acbd4b438a87fb52c95b4ec,2,2,0,100,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MALE,18-24
437637df7acbd4b438a87fb52c95b4ec,14,14,7.14,85.71,57.14,28.57,35.71,14.29,7.14,0,0,7.14,0,0,7.14,0,14.29,7.14,0,7.14,0,0,0,7.14,0,7.14,7.14,0,7.14,0,0,0,7.14,7.14,0,0,0,0,21.43,0,0,14.29,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,7.14,0,0,MALE,18-24
437637df7acbd4b438a87fb52c95b4ec,21,10.5,0,100,76.19,23.81,47.62,4.76,0,0,0,0,0,0,4.76,9.52,9.52,4.76,0,9.52,0,4.76,19.05,0,0,4.76,0,0,0,0,0,0,4.76,4.76,0,0,0,0,14.29,0,0,4.76,0,0,9.52,0,0,0,0,0,0,0,0,0,0,0,28.57,4.76,9.52,9.52,0,0,0,0,0,0,0,0,0,0,MALE,18-24
437637df7acbd4b438a87fb52c95b4ec,14,14,0,100,42.86,14.29,14.29,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,7.14,0,7.14,0,0,0,0,0,0,0,MALE,18-24
9319fcefef4c46f05ee84e13f48b1751,1,1,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEMALE,18-24
437637df7acbd4b438a87fb52c95b4ec,19,19,0,84.21,84.21,21.05,47.37,10.53,10.53,0,0,10.53,0,0,0,10.53,10.53,0,0,10.53,0,0,21.05,5.26,0,0,0,0,21.05,0,0,0,15.79,15.79,0,0,0,0,5.26,0,0,0,0,0,0,5.26,0,5.26,5.26,0,0,0,0,0,0,0,21.05,0,10.53,10.53,0,0,0,0,0,0,0,0,0,0,MALE,18-24
437637df7acbd4b438a87fb52c95b4ec,19,19,0,100,63.16,21.05,42.11,5.26,0,0,0,0,0,0,5.26,10.53,15.79,5.26,0,15.79,0,0,15.79,0,0,0,5.26,0,5.26,0,0,0,0,0,0,0,0,0,10.53,0,0,0,0,0,0,10.53,0,0,0,0,0,0,0,0,0,0,26.32,5.26,10.53,10.53,0,0,0,0,0,0,0,0,0,0,MALE,18-24
437637df7acbd4b438a87fb52c95b4ec,22,22,4.55,95.45,63.64,27.27,36.36,4.55,0,0,0,0,0,0,4.55,0,4.55,0,4.55,0,0,4.55,13.64,4.55,4.55,4.55,0,0,4.55,0,0,0,0,0,0,0,0,0,22.73,0,4.55,0,4.55,0,4.55,4.55,4.55,0,0,0,0,0,0,0,0,0,22.73,9.09,9.09,4.55,0,0,4.55,0,0,0,0,0,0,0,MALE,18-24
