ID,WC,WPS,Qmarks,Unique,Dic,Sixltr,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,GENDER,AGE
63d9d386183bef9b62ee0ff8854eb16d,12,12,0,100,83.33,41.67,41.67,8.33,8.33,0,0,8.33,0,0,0,8.33,16.67,0,8.33,8.33,0,8.33,8.33,8.33,0,0,0,0,8.33,0,0,0,25,16.67,8.33,0,8.33,0,25,8.33,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,8.33,0,FEMALE,35-49
63d9d386183bef9b62ee0ff8854eb16d,1,1,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEMALE,35-49
e8c5270467874985b7c7ae90c4719788,10,10,0,100,30,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,FEMALE,25-34
965d3e5d61a5630a23f8f992ed78b623,10,10,0,80,40,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,10,10,0,0,0,10,0,0,0,0,0,MALE,35-49
1512dab3d94586717e785556eb10d85f,5,5,0,100,40,40,20,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,MALE,50-64
43f91a92a71bebf5590b1b5fc2d94ee4,8,8,0,87.5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MALE,35-49
046558ebe99f72a0f5c066e14fe02df3,9,9,0,100,88.89,33.33,44.44,22.22,22.22,0,0,0,22.22,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,22.22,11.11,0,0,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,11.11,11.11,0,0,0,0,0,MALE,35-49
046558ebe99f72a0f5c066e14fe02df3,4,2,0,100,50,25,25,25,25,25,0,0,0,0,0,0,25,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MALE,35-49
5e229742c224c13d32d71fc8a5e15fda,12,12,0,100,91.67,41.67,41.67,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,25,8.33,0,0,0,0,16.67,8.33,8.33,0,8.33,8.33,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,8.33,8.33,0,0,0,0,0,0,0,33.33,8.33,16.67,25,0,0,16.67,8.33,0,0,0,0,0,0,FEMALE,25-34
1512dab3d94586717e785556eb10d85f,17,17,0,94.12,82.35,5.88,58.82,17.65,5.88,5.88,0,0,0,0,11.76,17.65,11.76,11.76,0,11.76,0,5.88,5.88,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,11.76,0,0,0,0,0,0,5.88,0,0,0,0,0,5.88,5.88,0,0,0,17.65,0,5.88,11.76,0,0,0,0,0,0,0,0,0,0,MALE,50-64
7a42f316e5c86861126bbe7bd7a5ff48,23,23,4.35,86.96,73.91,21.74,43.48,8.7,4.35,0,0,4.35,0,0,4.35,8.7,8.7,8.7,0,8.7,0,8.7,8.7,0,4.35,4.35,4.35,0,4.35,0,0,0,13.04,8.7,4.35,0,0,0,17.39,0,0,0,0,4.35,4.35,4.35,4.35,8.7,0,0,8.7,0,0,0,0,0,17.39,0,8.7,8.7,0,0,4.35,0,0,0,0,0,0,0,MALE,35-49
7a42f316e5c86861126bbe7bd7a5ff48,11,11,0,90.91,27.27,9.09,18.18,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,9.09,9.09,0,0,0,9.09,0,9.09,0,0,0,9.09,9.09,0,0,0,0,9.09,0,0,0,0,0,0,0,9.09,0,0,0,0,9.09,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,MALE,35-49
6321d152d84095b8724cfd7cdd1275ed,23,23,0,91.3,82.61,30.43,43.48,13.04,13.04,0,0,13.04,0,0,0,0,17.39,8.7,0,17.39,0,0,13.04,4.35,4.35,4.35,0,0,26.09,0,0,0,0,0,0,0,0,0,26.09,8.7,13.04,0,4.35,0,0,0,4.35,0,0,0,0,0,0,0,0,0,4.35,0,4.35,0,0,0,0,0,4.35,0,0,0,0,0,MALE,50-64
a8367cb456aaea837429fa44bc282a39,23,11.5,0,91.3,82.61,17.39,52.17,4.35,4.35,0,0,0,0,4.35,0,8.7,4.35,4.35,0,4.35,0,8.7,8.7,4.35,0,13.04,4.35,0,8.7,0,0,0,0,0,0,0,0,0,39.13,13.04,4.35,0,13.04,4.35,0,0,4.35,0,0,0,0,0,0,0,0,0,21.74,0,4.35,17.39,0,0,0,0,0,0,0,0,0,0,MALE,25-34
ab70027ac0e4d42b9125fe611f6c3f6b,17,17,0,100,64.71,29.41,29.41,0,0,0,0,0,0,0,0,5.88,5.88,0,0,5.88,0,0,17.65,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,5.88,0,5.88,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,11.76,5.88,0,5.88,5.88,0,0,0,5.88,0,0,0,0,0,MALE,25-34
a8367cb456aaea837429fa44bc282a39,14,14,7.14,100,64.29,35.71,28.57,7.14,0,0,0,0,0,0,7.14,0,21.43,7.14,0,21.43,0,0,14.29,0,0,0,0,0,7.14,0,0,0,7.14,7.14,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,7.14,7.14,7.14,0,0,0,0,0,0,0,0,0,MALE,25-34
ab70027ac0e4d42b9125fe611f6c3f6b,14,14,0,92.86,57.14,21.43,14.29,0,0,0,0,0,0,0,0,7.14,7.14,7.14,0,7.14,0,0,0,0,0,0,7.14,0,0,0,0,0,7.14,7.14,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,21.43,7.14,0,0,0,0,0,0,0,0,0,MALE,25-34
914b6a1afc7b2a0fe8942652d08a08d4,25,25,0,84,24,12,12,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,4,0,0,0,0,4,0,0,0,0,0,MALE,35-49
867ba4b6f08704fe89a81dfa6f40aaf7,11,11,0,100,36.36,36.36,9.09,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,9.09,0,0,0,0,0,0,0,MALE,35-49
