ID,hereNow,checkinsCount,userCount,tipCount,Event Space,University,Sporting Goods Shop,American Restaurant,French Restaurant,Gastropub,Airport,Plane,Tennis Court,Home (private),Office,Building,Residential Building (Apartment / Condo),Tech Startup,Vegetarian / Vegan Restaurant,Juice Bar,Coffee Shop,Thai Restaurant,Asian Restaurant,Department Store,Clothing Store,Flea Market,Cocktail Bar,Lounge,Cosmetics Shop,Salon / Barbershop,Breakfast Spot,Casino,Bar,College Academic Building,Caf?©,Nail Salon,Beer Garden,Electronics Store,Other Repair Shop,Brewery,Sports Bar,Perfume Shop,Airport Gate,Mexican Restaurant,Beach,Dessert Shop,Sandwich Place,Sushi Restaurant,Japanese Restaurant,Monument / Landmark,Historic Site,General Entertainment,Stadium,Performing Arts Venue,General College & University,College Lab,College Engineering Building,Bridge,Scenic Lookout,BBQ Joint,Community College,Gym / Fitness Center,Music Venue,Burger Joint,Gas Station / Garage,General Travel,Travel Lounge,Train Station,Convenience Store,City,Neighborhood,Taco Place,Ski Area,Mountain,Bank,Drugstore / Pharmacy,Mall,Museum,Indie Movie Theater,Coworking Space,College Classroom,Burrito Place,Australian Restaurant,Light Rail,Women's Store,College Arts Building,Farmers Market,Italian Restaurant,Rock Club,Record Shop,Convention Center,Music Festival,Lake,Other Great Outdoors,Park,Market,Theater,Indie Theater,Airport Terminal,Hardware Store,Carpet Store,Soccer Stadium,Soccer Field,Hostel,Hotel,Street Food Gathering,Food Court,Ice Cream Shop,Photography Lab,Art Gallery,Sculpture Garden,Football Stadium,Pizza Place,Restaurant,Latin American Restaurant,South American Restaurant,Food,Motel,Comfort Food Restaurant,Student Center,College Theater,Fast Food Restaurant,Deli / Bodega,Soup Place,Movie Theater,Vietnamese Restaurant,Hospital,Pool,Dentist's Office,Plaza,Tram,Mediterranean Restaurant,Greek Restaurant,Theme Park,Surf Spot,Karaoke Bar,Doner Restaurant,Indian Restaurant,Baseball Stadium,Video Game Store,Frozen Yogurt,Concert Hall,Theme Park Ride / Attraction,German Restaurant,Subway,Tea Room,Golf Course,Racetrack,Gun Shop,Churrascaria,Brazilian Restaurant,Furniture / Home Store,Design Studio,Multiplex,Nightclub,Wings Joint,River,Gym,Parking,College Auditorium,College Administrative Building,Dog Run,Art Museum,New American Restaurant,Fraternity House,Miscellaneous Shop,Accessories Store,Gay Bar,Costume Shop,Seafood Restaurant,College Track,Wine Bar,Bus Line,Food & Drink Shop,Pub,College Communications Building,Diner,Voting Booth,Basketball Stadium,Eastern European Restaurant,Whisky Bar,Flower Shop,Doctor's Office,Emergency Room,Festival,Meeting Room,Road,Caribbean Restaurant,State,Auditorium,Korean Restaurant,Hotel Bar,Taxi,Bike Shop,History Museum,Spa,Chinese Restaurant,Grocery Store,Arcade,Toy / Game Store,Gaming Cafe,Hot Dog Joint,Bus Stop,Steakhouse,Bakery,Argentinian Restaurant,Trail,Bed & Breakfast,Field,Garden,Arts & Crafts Store,Gift Shop,Rest Area,Polish Restaurant,Creperie,Tapas Restaurant,Science Museum,Town,Bus Station,Advertising Agency,College Stadium,Laundry Service,Factory,Jewelry Store,Other Nightlife,Piano Bar,Resort,Mobile Phone Shop,Warehouse Store,Boat or Ferry,Portuguese Restaurant,Train,Library,Spanish Restaurant,Supermarket,Harbor / Marina,Playground,Donut Shop,Capitol Building,Housing Development,Government Building,Conference Room,Cycle Studio,Public Art,Gourmet Shop,Snack Place,Fair,Southern / Soul Food Restaurant,Fried Chicken Joint,Moroccan Restaurant,Hookah Bar,College Library,Roof Deck,Dive Bar,Kids Store,High School,Winery,Bagel Shop,Hot Spring,Medical Center,Military Base,Athletics & Sports,Botanical Garden,Distribution Center,Irish Pub,Beach Bar,Thrift / Vintage Store,Dim Sum Restaurant,Organic Grocery,Tennis,Mattress Store,Automotive Shop,Jazz Club,Chocolate Shop,Candy Store,Lawyer,Bistro,Speakeasy,Church,County,Island,Print Shop,Shipping Store,Financial or Legal Service,Cheese Shop,School,Street Fair,Food Truck,Elementary School,Moving Target,Campground,Martial Arts Dojo,Comedy Club,Hobby Shop,Halal Restaurant,Bookstore,Music Store,College Cafeteria,Bowling Alley,College Football Field,Farm,African Restaurant,College Residence Hall,Airport Lounge,Optical Shop,Boutique,Embassy / Consulate,Vineyard,Middle Eastern Restaurant,Falafel Restaurant,Fish & Chips Shop,Garden Center,Lighthouse,Cultural Center,Hockey Arena,Paella Restaurant,Storage Facility,Wine Shop,Video Store,City Hall,Shoe Store,Butcher,Outdoors & Recreation,Conference,Other Event,National Park,Fish Market,Ski Lodge,Cajun / Creole Restaurant,Car Dealership,College History Building,College Technology Building,Ramen / Noodle House,College Basketball Court,Professional & Other Places,Skating Rink,Aquarium,Apres Ski Bar,College Gym,College Rec Center,College Science Building,GENDER,AGE
b9bb3391de9efeb823f9286baf74a90a,-0.0212586003725,-0.0357458293955,-0.0402608945139,-0.0413114406731,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEMALE,35-49
b8627c2b2f73d5a0dd26893b64f9fd6a,-0.0212586003725,-0.0352294763991,-0.0391836869221,-0.0396694045483,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MALE,35-49
b9bb3391de9efeb823f9286baf74a90a,-0.0212586003725,-0.0337592036654,-0.0361077543065,-0.0196912983633,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEMALE,35-49
b9bb3391de9efeb823f9286baf74a90a,-0.0212586003725,-0.0357458293955,-0.0402608945139,-0.0413114406731,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEMALE,35-49
b9bb3391de9efeb823f9286baf74a90a,0.0508134716995,0.0691938263934,0.103798789519,0.104282429059,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEMALE,35-49
b9bb3391de9efeb823f9286baf74a90a,0.285047705934,0.370678523072,0.483676467548,0.499739462447,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEMALE,35-49
b9bb3391de9efeb823f9286baf74a90a,0.0147774356635,-0.00431799215093,-0.00217150732301,0.00138149857159,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEMALE,35-49
b8627c2b2f73d5a0dd26893b64f9fd6a,-0.0212586003725,-0.0357543140691,-0.0402608945139,-0.0410377679856,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MALE,35-49
ed9d28f8b48cbbc22905eb0e4939a971,-0.0212586003725,-0.0357373447218,-0.0402735180404,-0.0413114406731,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEMALE,25-34
a8e83e6c3b5e83ae4814adcabe24b566,-0.0212586003725,-0.0357706773683,-0.0402924533301,-0.0413114406731,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MALE,35-49
